Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,,,Predicted Price
IndiGo,18/05/2019,Delhi,Cochin,DEL ? LKO ? COK,21:50,03:35 19 May,5h 45m,1 stop,No info,,,6.99E+03
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,12:35 28 May,16h 50m,1 stop,In-flight meal not included,,,1.28E+04
Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,,,7.11E+03
IndiGo,9/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:05,2h 55m,non-stop,No info,,,4.82E+03
IndiGo,9/05/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,22:30,14h 55m,1 stop,No info,,,6.83E+03
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM ? HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,,,7.38E+03
Air India,6/06/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,16:50,05:35 07 Jun,12h 45m,2 stops,No info,,,1.17E+04
IndiGo,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:35,01:30 10 Jun,6h 55m,1 stop,No info,,,6.19E+03
Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,,,5.71E+03
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,10:05 16 May,17h 35m,1 stop,In-flight meal not included,,,1.37E+04
Vistara,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,10:45 13 May,14h 25m,1 stop,No info,,,8.81E+03
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:15,13h 15m,1 stop,No info,,,1.03E+04
Air India,15/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:15,19:15 16 Jun,30h,2 stops,No info,,,1.22E+04
Jet Airways,24/06/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,,,7.82E+03
Air India,01/03/2019,Banglore,New Delhi,BLR ? GAU ? DEL,13:50,22:10,8h 20m,1 stop,No info,,,1.76E+04
Air India,9/03/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,06:50,07:40 10 Mar,24h 50m,2 stops,No info,,,1.60E+04
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,,,1.28E+04
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,10:05 07 Jun,15h 10m,1 stop,In-flight meal not included,,,1.37E+04
SpiceJet,6/05/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,,,4.26E+03
Air India,12/06/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,05:25 13 Jun,19h 25m,2 stops,No info,,,1.33E+04
GoAir,21/04/2019,Delhi,Cochin,DEL ? HYD ? COK,07:30,13:35,6h 5m,1 stop,No info,,,6.10E+03
Jet Airways,12/06/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,,,5.22E+03
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,18:15 10 Jun,22h 15m,1 stop,In-flight meal not included,,,1.33E+04
SpiceJet,15/05/2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,,,3.57E+03
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,04:25 02 Jun,13h 50m,2 stops,In-flight meal not included,,,1.32E+04
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,20:20,8h 40m,1 stop,No info,,,2.73E+04
Vistara,24/05/2019,Banglore,Delhi,BLR ? DEL,09:45,12:35,2h 50m,non-stop,No info,,,4.69E+03
Vistara,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,10:45 10 May,27h 35m,1 stop,No info,,,8.93E+03
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,21:25,09:30 16 Mar,12h 5m,1 stop,In-flight meal not included,,,1.35E+04
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:55,21:20 13 Mar,26h 25m,1 stop,In-flight meal not included,,,1.11E+04
Vistara,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,14:40,16:45 07 Mar,26h 5m,1 stop,No info,,,1.27E+04
Jet Airways,3/06/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,,,6.22E+03
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:35 28 Mar,12h 45m,1 stop,No info,,,7.57E+03
Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:25,1h 30m,non-stop,No info,,,2.85E+03
Jet Airways,3/05/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,,,6.30E+03
IndiGo,9/05/2019,Delhi,Cochin,DEL ? BLR ? COK,02:00,07:45,5h 45m,1 stop,No info,,,6.28E+03
Air Asia,9/04/2019,Kolkata,Banglore,CCU ? BLR,22:50,01:20 10 Apr,2h 30m,non-stop,No info,,,4.03E+03
IndiGo,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,20:05,21:35,1h 30m,non-stop,No info,,,2.30E+03
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? MAA ? BOM ? COK,05:10,04:25 28 Mar,23h 15m,2 stops,In-flight meal not included,,,9.46E+03
Vistara,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:25,6h 25m,1 stop,No info,,,9.34E+03
IndiGo,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,6h 20m,1 stop,No info,,,6.53E+03
IndiGo,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:10,01:30 16 Jun,8h 20m,1 stop,No info,,,6.00E+03
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,12:35,6h 35m,1 stop,No info,,,1.16E+04
Air India,27/03/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,06:50,19:15 28 Mar,36h 25m,2 stops,No info,,,8.93E+03
Air India,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19:15 28 May,26h 35m,2 stops,No info,,,9.97E+03
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,21:05 02 Apr,24h 40m,1 stop,No info,,,1.12E+04
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,10:55 25 May,25h 20m,1 stop,No info,,,1.35E+04
Vistara,15/05/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,,,4.84E+03
Jet Airways,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,15:05,18:50 04 Mar,27h 45m,1 stop,No info,,,1.69E+04
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,,,1.42E+04
Air India,3/06/2019,Delhi,Cochin,DEL ? BLR ? COK,06:10,23:00,16h 50m,1 stop,No info,,,8.04E+03
Air Asia,12/03/2019,Kolkata,Banglore,CCU ? BLR,09:45,12:15,2h 30m,non-stop,No info,,,4.58E+03
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:30 16 May,15h 30m,1 stop,No info,,,8.37E+03
IndiGo,15/05/2019,Banglore,Delhi,BLR ? DEL,23:30,02:20 16 May,2h 50m,non-stop,No info,,,4.44E+03
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 28 May,22h 55m,2 stops,No info,,,1.50E+04
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,12:35 13 Jun,15h 10m,2 stops,No info,,,1.20E+04
Air India,9/06/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,,,5.44E+03
Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,,,5.01E+03
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,non-stop,No info,,,2.81E+03
IndiGo,24/05/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 25 May,2h 40m,non-stop,No info,,,4.82E+03
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,20:45 22 May,23h 35m,1 stop,In-flight meal not included,,,1.09E+04
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? DEL,18:55,21:45,2h 50m,non-stop,No info,,,8.53E+03
SpiceJet,21/05/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No info,,,5.53E+03
Air India,27/06/2019,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,,,4.64E+03
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,,,1.36E+04
Air India,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:50,11:10 02 Apr,18h 20m,1 stop,No info,,,6.83E+03
Air Asia,9/05/2019,Banglore,Delhi,BLR ? DEL,23:55,02:45 10 May,2h 50m,non-stop,No info,,,4.49E+03
Air Asia,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,19:25,11h 50m,1 stop,No info,,,6.57E+03
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25 02 Jun,5h 35m,1 stop,No info,,,1.16E+04
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,10:05 10 May,20h,1 stop,No info,,,1.01E+04
SpiceJet,18/05/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,,,2.05E+03
IndiGo,9/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:05,4h 50m,1 stop,No info,,,4.89E+03
SpiceJet,9/06/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,,,4.45E+03
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,04:25 04 Jun,13h 25m,1 stop,In-flight meal not included,,,1.34E+04
Air India,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,12h 15m,1 stop,No info,,,8.67E+03
IndiGo,24/05/2019,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,,,4.02E+03
Air India,12/05/2019,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,,,5.77E+03
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,12:00 16 May,21h 55m,1 stop,In-flight meal not included,,,1.27E+04
IndiGo,9/03/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,16:10,7h 35m,1 stop,No info,,,7.41E+03
GoAir,27/04/2019,Banglore,Delhi,BLR ? DEL,11:40,14:30,2h 50m,non-stop,No info,,,4.22E+03
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:00,8h 25m,1 stop,No info,,,9.90E+03
Vistara,9/05/2019,Banglore,Delhi,BLR ? DEL,19:30,22:15,2h 45m,non-stop,No info,,,4.91E+03
SpiceJet,21/06/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No info,,,1.98E+03
Air India,09/03/2019,Banglore,New Delhi,BLR ? DEL,05:45,08:45,3h,non-stop,No info,,,6.46E+03
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,18:20,04:25 16 Jun,10h 5m,2 stops,No info,,,1.42E+04
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,12:00 25 May,14h 50m,1 stop,No info,,,1.11E+04
Vistara,01/03/2019,Banglore,New Delhi,BLR ? DEL,09:50,12:35,2h 45m,non-stop,No info,,,1.51E+04
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,No info,,,1.97E+04
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,22:00,04:25 22 Mar,6h 25m,1 stop,In-flight meal not included,,,1.13E+04
Air India,27/04/2019,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,,,5.66E+03
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,In-flight meal not included,,,9.82E+03
GoAir,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,9h,1 stop,No info,,,5.46E+03
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,,,1.42E+04
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:00,12h,1 stop,No info,,,1.17E+04
Jet Airways,27/06/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,,,6.69E+03
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,21:00,9h 20m,1 stop,No info,,,7.42E+03
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 02 Jun,22h 55m,2 stops,In-flight meal not included,,,1.17E+04
IndiGo,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,21:00,9h 35m,1 stop,No info,,,6.99E+03
SpiceJet,1/04/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No info,,,2.02E+03
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,In-flight meal not included,,,1.06E+04
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 22 May,26h 55m,2 stops,No info,,,1.33E+04
Air Asia,27/04/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,,,4.50E+03
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,22:05,12h 30m,1 stop,In-flight meal not included,,,1.35E+04
SpiceJet,12/06/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,5h 15m,1 stop,No info,,,5.58E+03
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,19:10,9h 35m,1 stop,No info,,,1.37E+04
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:00,01:30 10 May,7h 30m,1 stop,No info,,,8.80E+03
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,04:25 07 Jun,19h 25m,1 stop,No info,,,1.16E+04
IndiGo,24/04/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:30,5h 15m,1 stop,No info,,,6.21E+03
IndiGo,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,8h 10m,1 stop,No info,,,6.48E+03
Jet Airways,12/04/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,,,6.84E+03
Air India,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,21:50,12h 25m,1 stop,No info,,,8.29E+03
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,09:25,12:35 28 Jun,27h 10m,2 stops,No info,,,1.34E+04
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,19:00 07 Jun,23h 45m,1 stop,In-flight meal not included,,,1.44E+04
Air India,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:00,19:15,15h 15m,1 stop,No info,,,6.90E+03
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:15,10h,1 stop,No info,,,8.38E+03
IndiGo,6/03/2019,Delhi,Cochin,DEL ? HYD ? COK,06:40,16:10,9h 30m,1 stop,No info,,,8.22E+03
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,In-flight meal not included,,,1.58E+04
IndiGo,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:10,15:30,6h 20m,1 stop,No info,,,1.37E+04
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,22:05,12h 30m,1 stop,No info,,,1.24E+04
IndiGo,3/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,22:30,14h 55m,1 stop,No info,,,6.70E+03
SpiceJet,15/05/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No info,,,4.33E+03
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,07:10,10:05,2h 55m,non-stop,No info,,,7.18E+03
Vistara,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,22:40 10 May,26h 20m,1 stop,No info,,,8.41E+03
Air India,12/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,05:55,07:40 13 Jun,25h 45m,2 stops,No info,,,1.09E+04
Jet Airways,3/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,04:25 05 Mar,33h 15m,2 stops,No info,,,2.00E+04
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,22:35,8h 30m,1 stop,No info,,,1.14E+04
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,,,5.37E+03
Air India,24/03/2019,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,,,6.51E+03
SpiceJet,9/06/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,,,2.72E+03
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,,,1.36E+04
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,19:00 02 Jun,20h 10m,1 stop,In-flight meal not included,,,1.42E+04
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,19:15,6h 25m,1 stop,No info,,,1.43E+04
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,,,1.44E+04
IndiGo,1/03/2019,Mumbai,Hyderabad,BOM ? HYD,19:05,20:30,1h 25m,non-stop,No info,,,1.18E+04
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,01:30 13 Jun,15h 10m,1 stop,No info,,,7.20E+03
IndiGo,12/04/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 13 Apr,2h 50m,non-stop,No info,,,4.50E+03
Jet Airways,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,20:50,18:50 04 Mar,22h,1 stop,No info,,,1.74E+04
IndiGo,6/03/2019,Kolkata,Banglore,CCU ? BLR,09:35,12:20,2h 45m,non-stop,No info,,,4.56E+03
Air India,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,2 stops,No info,,,9.44E+03
SpiceJet,6/05/2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,2h 15m,non-stop,No info,,,3.60E+03
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,In-flight meal not included,,,1.44E+04
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,18:00 13 May,25h,1 stop,No info,,,1.06E+04
Jet Airways,18/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,,,8.00E+03
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,19:00 25 Jun,23h 15m,1 stop,In-flight meal not included,,,1.03E+04
Vistara,21/04/2019,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,,,6.60E+03
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,12:35 10 May,13h 45m,1 stop,In-flight meal not included,,,1.40E+04
SpiceJet,3/04/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 04 Apr,2h 20m,non-stop,No check-in baggage included,,,3.86E+03
Air India,6/06/2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,,,6.36E+03
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,,,1.40E+04
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,09:45,16:10,6h 25m,1 stop,No info,,,9.59E+03
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:00,11h 30m,1 stop,No info,,,1.11E+04
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:55,04:45 25 Mar,11h 50m,1 stop,In-flight meal not included,,,1.38E+04
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,,,1.41E+04
SpiceJet,18/04/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,,,3.96E+03
IndiGo,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,22:30,15h 40m,1 stop,No info,,,6.52E+03
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,12:35 13 Jun,19h 5m,1 stop,In-flight meal not included,,,1.06E+04
IndiGo,24/05/2019,Delhi,Cochin,DEL ? LKO ? COK,21:50,03:35 25 May,5h 45m,1 stop,No info,,,6.67E+03
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,21:00,14h,1 stop,No info,,,7.47E+03
Air India,06/03/2019,Banglore,New Delhi,BLR ? BOM ? JDH ? DEL,06:45,16:20,9h 35m,2 stops,No info,,,1.29E+04
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,18:50,9h 10m,2 stops,In-flight meal not included,,,1.10E+04
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:00,10h 30m,1 stop,No info,,,1.12E+04
Air India,3/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,19:15 04 Jun,24h 30m,2 stops,No info,,,1.10E+04
Jet Airways,9/05/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,,,6.43E+03
GoAir,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,14:25,19:35,5h 10m,1 stop,No info,,,8.79E+03
Air India,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,,,9.12E+03
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,,,1.19E+04
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,19:00 22 May,23h 45m,1 stop,No info,,,1.45E+04
SpiceJet,24/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,,,3.59E+03
Air India,21/04/2019,Delhi,Cochin,DEL ? BLR ? COK,09:45,23:00,13h 15m,1 stop,No info,,,6.69E+03
IndiGo,6/06/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,12:10,5h 20m,1 stop,No info,,,5.40E+03
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? IXC ? BOM ? COK,06:20,04:25 22 Mar,22h 5m,2 stops,In-flight meal not included,,,1.08E+04
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,22:05,12h 30m,1 stop,No info,,,1.15E+04
Vistara,21/06/2019,Banglore,Delhi,BLR ? DEL,09:45,12:35,2h 50m,non-stop,No info,,,4.69E+03
SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 22 May,1h 30m,non-stop,No info,,,1.99E+03
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,16:20 25 Mar,21h 25m,1 stop,In-flight meal not included,,,1.35E+04
Jet Airways,9/04/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,12:35 10 Apr,17h 25m,2 stops,No info,,,1.06E+04
SpiceJet,24/04/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,,,4.23E+03
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,12:00 19 May,16h,1 stop,In-flight meal not included,,,1.24E+04
Vistara,12/05/2019,Chennai,Kolkata,MAA ? CCU,07:05,09:20,2h 15m,non-stop,No info,,,3.69E+03
IndiGo,15/05/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,,,5.44E+03
Air India,6/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,01:20 07 May,15h 20m,2 stops,No info,,,1.34E+04
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? IXC ? BOM ? COK,06:20,18:50,12h 30m,2 stops,In-flight meal not included,,,1.10E+04
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,14:25 22 May,18h,1 stop,In-flight meal not included,,,1.12E+04
IndiGo,24/04/2019,Delhi,Cochin,DEL ? MAA ? COK,07:15,12:30,5h 15m,1 stop,No info,,,5.75E+03
IndiGo,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,06:20,07:45,1h 25m,non-stop,No info,,,3.20E+03
Air India,24/06/2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,,,7.05E+03
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,No info,,,1.26E+04
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,,,1.32E+04
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 02 Jun,18h 45m,2 stops,No info,,,1.18E+04
Air India,12/04/2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,,,5.19E+03
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,,,1.52E+04
SpiceJet,3/06/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 04 Jun,1h 30m,non-stop,No check-in baggage included,,,2.08E+03
Jet Airways,1/03/2019,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,non-stop,No info,,,1.04E+04
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 02 Apr,8h 40m,1 stop,No info,,,1.03E+04
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,22:05 07 May,29h 5m,1 stop,In-flight meal not included,,,1.25E+04
SpiceJet,18/06/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No info,,,3.55E+03
